#separator:Comma
#html:true
#notetype:Basic
#guid column:1
#deck column:2
#tags column:6
guid,deck,front,back,source,tags
f1acff9e9f825bf1,PCA::03 PromQL::Lições PromQL,⚠️ <code>ceil()</code>: pegadinha «Zero negativo». O que acontece / por quê?,"<code>ceil(-0.5)</code> devolve <code>-0</code>. Numericamente é igual a <code>0</code>, mas pode aparecer como <code>-0</code> em tabelas.<div class=""extra"">Cola completa: <b>Zero negativo:</b> <code>ceil(-0.5)</code> devolve <code>-0</code>. Numericamente é igual a <code>0</code>, mas pode aparecer como <code>-0</code> em tabelas.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/ceil/,domain::promql origin::lesson lesson::ceil kind::pegadinha
3460be4977dde2a1,PCA::03 PromQL::Lições PromQL,⚠️ <code>ceil()</code>: pegadinha «<code>ceil</code> antes ou depois de agregar». O que acontece / por quê?,"<code>sum(ceil(x))</code> (arredonda <b>cada</b> série, depois soma) ≥ <code>ceil(sum(x))</code>. Para capacity planning por serviço, arredonde por serviço (cada um tem seus pods).<div class=""extra"">Cola completa: <b><code>ceil</code> antes ou depois de agregar:</b> <code>sum(ceil(x))</code> (arredonda <b>cada</b> série, depois soma) ≥ <code>ceil(sum(x))</code>. Para capacity planning por serviço, arredonde por serviço (cada um tem seus pods).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/ceil/,domain::promql origin::lesson lesson::ceil kind::pegadinha
ad0c278458f65fac,PCA::03 PromQL::Lições PromQL,⚠️ <code>ceil()</code>: pegadinha «Não aplique em counter cru». O que acontece / por quê?,"<code>ceil(http_requests_total)</code> não tem sentido; primeiro <code>rate()</code>, depois divida, depois <code>ceil()</code>.<div class=""extra"">Cola completa: <b>Não aplique em counter cru:</b> <code>ceil(http_requests_total)</code> não tem sentido; primeiro <code>rate()</code>, depois divida, depois <code>ceil()</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/ceil/,domain::promql origin::lesson lesson::ceil kind::pegadinha
e10ff4e0ff418fdf,PCA::03 PromQL::Lições PromQL,⚠️ <code>ceil()</code>: pegadinha «Nome da métrica some». O que acontece / por quê?,"e <b>histogramas nativos são ignorados</b>, como em toda função matemática.<div class=""extra"">Cola completa: <b>Nome da métrica some</b> e <b>histogramas nativos são ignorados</b>, como em toda função matemática.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/ceil/,domain::promql origin::lesson lesson::ceil kind::pegadinha
df4994c6f8376e08,PCA::03 PromQL::Lições PromQL,"<code>changes()</code> · <code>changes(v[janela])</code> = quantas vezes o valor <span class=""cloze"">[…]</span> (↑ ou ↓), inteiro.","<code>changes()</code> · <code>changes(v[janela])</code> = quantas vezes o valor <span class=""cloze-a"">mudou</span> (↑ ou ↓), inteiro.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::cola
db36453ccb89509c,PCA::03 PromQL::Lições PromQL,"<code>changes()</code> · <code>resets</code> = só <span class=""cloze"">[…]</span> (counters). <code>changes</code> = qualquer mudança (gauges de estado).","<code>changes()</code> · <code>resets</code> = só <span class=""cloze-a"">quedas</span> (counters). <code>changes</code> = qualquer mudança (gauges de estado).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::cola
fe638aa113afb7e9,PCA::03 PromQL::Lições PromQL,<code>changes()</code> · Flapping: ?,"<code>changes(up[10m]) &gt; 4</code> / <code>changes(probe_success[10m]) &gt; 4</code>.<div class=""extra"">Cola completa: Flapping: <code>changes(up[10m]) &gt; 4</code> / <code>changes(probe_success[10m]) &gt; 4</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::cola
f0a63053fc381108,PCA::03 PromQL::Lições PromQL,<code>changes()</code> · Restarts: ?,"<code>changes(process_start_time_seconds[1h])</code>.<div class=""extra"">Cola completa: Restarts: <code>changes(process_start_time_seconds[1h])</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::cola
ea687cf89d2ed15e,PCA::03 PromQL::Lições PromQL,"<code>changes()</code> · Complete: Em counter vivo ou gauge contínuo, <code>changes</code> …","Em counter vivo ou gauge contínuo, <code>changes</code> ≈ nº de amostras − 1 (inútil).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::cola
38266393db84d4e2,PCA::03 PromQL::Lições PromQL,⚠️ <code>changes()</code>: pegadinha «Mudanças entre scrapes são invisíveis». O que acontece / por quê?,"se o backend cai e volta em 2s e o scrape é de 15s, o Prometheus pode nunca ver o <code>0</code>. <code>changes()</code> só conta o que foi <b>amostrado</b>.<div class=""extra"">Cola completa: <b>Mudanças entre scrapes são invisíveis:</b> se o backend cai e volta em 2s e o scrape é de 15s, o Prometheus pode nunca ver o <code>0</code>. <code>changes()</code> só conta o que foi <b>amostrado</b>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::pegadinha
c0aaabd809873683,PCA::03 PromQL::Lições PromQL,⚠️ <code>changes()</code>: pegadinha «Ida e volta conta 2». O que acontece / por quê?,"<code>1 → 0 → 1</code> são <b>2</b> mudanças. Para ""quantas quedas"", use <code>resets()</code> (conta só descidas) num gauge 0/1 com cuidado, ou <code>count_over_time((x == 0)[10m:])</code>.<div class=""extra"">Cola completa: <b>Ida e volta conta 2:</b> <code>1 → 0 → 1</code> são <b>2</b> mudanças. Para ""quantas quedas"", use <code>resets()</code> (conta só descidas) num gauge 0/1 com cuidado, ou <code>count_over_time((x == 0)[10m:])</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::pegadinha
ca62120f5170893c,PCA::03 PromQL::Lições PromQL,⚠️ <code>changes()</code>: pegadinha «Ruído de ponto flutuante». O que acontece / por quê?,"<code>0.1 + 0.2</code> vs <code>0.3</code> são valores diferentes. Gauges ""contínuos"" mudam em quase todo scrape.<div class=""extra"">Cola completa: <b>Ruído de ponto flutuante:</b> <code>0.1 + 0.2</code> vs <code>0.3</code> são valores diferentes. Gauges ""contínuos"" mudam em quase todo scrape.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::pegadinha
7656332d72646999,PCA::03 PromQL::Lições PromQL,⚠️ <code>changes()</code>: pegadinha «Série nova não é mudança». O que acontece / por quê?,"se a versão estiver num <b>label</b> (<code>build_info{version=""1.2.3""} 1</code>), cada versão é uma série nova com valor sempre 1, e <code>changes()</code> dá 0. Aí você conta séries: <code>count(count_over_time(build_info[1h]))</code>.<div class=""extra"">Cola completa: <b>Série nova não é mudança:</b> se a versão estiver num <b>label</b> (<code>build_info{version=""1.2.3""} 1</code>), cada versão é uma série nova com valor sempre 1, e <code>changes()</code> dá 0. Aí você conta séries: <code>count(count_over_time(build_info[1h]))</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::pegadinha
d071407475b3247e,PCA::03 PromQL::Lições PromQL,⚠️ <code>changes()</code>: pegadinha «Sem extrapolação». O que acontece / por quê?,"o resultado é inteiro e depende de quantas mudanças caíram dentro da janela.<div class=""extra"">Cola completa: <b>Sem extrapolação:</b> o resultado é inteiro e depende de quantas mudanças caíram dentro da janela.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/changes/,domain::promql origin::lesson lesson::changes kind::pegadinha
1056ed8f0de12b8f,PCA::03 PromQL::Lições PromQL,"<code>clamp()</code> · <code>clamp(v, min, max)</code>: 3 argumentos; <code>min</code>/<code>max</code> são <span class=""cloze"">[…]</span>.","<code>clamp()</code> · <code>clamp(v, min, max)</code>: 3 argumentos; <code>min</code>/<code>max</code> são <span class=""cloze-a"">escalares</span>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::cola
e6d7fc45dcb6cb9b,PCA::03 PromQL::Lições PromQL,<code>clamp()</code> · <code>min &gt; max</code> → ?,"<b>vazio</b>; <code>min</code>/<code>max</code> NaN → NaN; <code>-Inf, +Inf</code> → inalterado.<div class=""extra"">Cola completa: <code>min &gt; max</code> → <b>vazio</b>; <code>min</code>/<code>max</code> NaN → NaN; <code>-Inf, +Inf</code> → inalterado.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::cola
d71bc4a98a02a475,PCA::03 PromQL::Lições PromQL,"<code>clamp()</code> · Complete: clamp(v, a, b) …","<code>clamp(v, a, b) = clamp_max(clamp_min(v, a), b)</code>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::cola
38561cfe681cf218,PCA::03 PromQL::Lições PromQL,"<code>clamp()</code> · Para <span class=""cloze"">[…]</span> (gauge 0..100%); para <span class=""cloze"">[…]</span>, use o cru.","<code>clamp()</code> · Para <span class=""cloze-a"">exibir</span> (gauge 0..100%); para <span class=""cloze-a"">alertar</span>, use o cru.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::cola
e59997a3c8b27c8d,PCA::03 PromQL::Lições PromQL,<code>clamp()</code> · Achatar ≠ filtrar: ?,"<code>clamp</code> mantém a série; <code>x &gt; a and x &lt; b</code> remove.<div class=""extra"">Cola completa: Achatar ≠ filtrar: <code>clamp</code> mantém a série; <code>x &gt; a and x &lt; b</code> remove.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::cola
1b158c12fd95090d,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp()</code>: pegadinha «<code>min &gt; max</code> → vazio». O que acontece / por quê?,"<b><code>min &gt; max</code> → vazio</b>, sem erro. Um typo (<code>clamp(x, 100, 0)</code>) faz o painel ficar ""No data"".",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::pegadinha
a2e5b0b20d13939d,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp()</code>: pegadinha «<code>clamp</code> esconde anomalias». O que acontece / por quê?,"108% e 100% viram a mesma coisa. Alerte no cru.<div class=""extra"">Cola completa: <b><code>clamp</code> esconde anomalias:</b> 108% e 100% viram a mesma coisa. Alerte no cru.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::pegadinha
f9eef6d0326a74ac,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp()</code>: pegadinha «<code>min</code>/<code>max</code> são escalares». O que acontece / por quê?,"<code>clamp(x, 0, other_metric)</code> é erro de tipo. Use <code>scalar(...)</code> ou operadores com matching (<code>x &lt; y</code> e <code>min by</code>) para limites por série.<div class=""extra"">Cola completa: <b><code>min</code>/<code>max</code> são escalares:</b> <code>clamp(x, 0, other_metric)</code> é erro de tipo. Use <code>scalar(...)</code> ou operadores com matching (<code>x &lt; y</code> e <code>min by</code>) para limites por série.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::pegadinha
8103b2b997b07902,PCA::03 PromQL::Lições PromQL,"⚠️ <code>clamp()</code>: pegadinha «NaN não é ""consertado""». O que acontece / por quê?","<code>clamp(NaN, 0, 1) = NaN</code>.<div class=""extra"">Cola completa: <b>NaN não é ""consertado"":</b> <code>clamp(NaN, 0, 1) = NaN</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::pegadinha
a5d4155f6568ec0f,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp()</code>: pegadinha «Agregar depois do clamp muda o resultado». O que acontece / por quê?,"<code>avg(clamp(x, 0, 100))</code> ≠ <code>clamp(avg(x), 0, 100)</code>.<div class=""extra"">Cola completa: <b>Agregar depois do clamp muda o resultado:</b> <code>avg(clamp(x, 0, 100))</code> ≠ <code>clamp(avg(x), 0, 100)</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::pegadinha
07c4270edc7e334e,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp()</code>: pegadinha «Nome da métrica some». O que acontece / por quê?,"e <b>histogramas nativos são ignorados</b>.<div class=""extra"">Cola completa: <b>Nome da métrica some</b> e <b>histogramas nativos são ignorados</b>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp/,domain::promql origin::lesson lesson::clamp kind::pegadinha
35aad9e2fbad022a,PCA::03 PromQL::Lições PromQL,"<code>clamp_max()</code> · <code>clamp_max(v, max)</code>: valores <code>&gt; max</code> viram <code>max</code>; <code>max</code> é <span class=""cloze"">[…]</span>.","<code>clamp_max()</code> · <code>clamp_max(v, max)</code>: valores <code>&gt; max</code> viram <code>max</code>; <code>max</code> é <span class=""cloze-a"">escalar</span>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::cola
61e870b7ffb0d6a4,PCA::03 PromQL::Lições PromQL,<code>clamp_max()</code> · Casos: <code>max</code> NaN → ?,"NaN; <code>+Inf</code> → inalterado; <code>-Inf</code> → tudo <code>-Inf</code>.<div class=""extra"">Cola completa: Casos: <code>max</code> NaN → NaN; <code>+Inf</code> → inalterado; <code>-Inf</code> → tudo <code>-Inf</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::cola
eb3720eb2fefc9c1,PCA::03 PromQL::Lições PromQL,"<code>clamp_max()</code> · Para <span class=""cloze"">[…]</span>: cortar outliers (<code>clamp_max(p99, 2)</code>), gauge 0..100% (<code>clamp_max(ratio, 1)</code>).","<code>clamp_max()</code> · Para <span class=""cloze-a"">ver</span>: cortar outliers (<code>clamp_max(p99, 2)</code>), gauge 0..100% (<code>clamp_max(ratio, 1)</code>).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::cola
160f6e59075b1c15,PCA::03 PromQL::Lições PromQL,"<code>clamp_max()</code> · Para <span class=""cloze"">[…]</span> (SLO, média, alerta): valor <span class=""cloze"">[…]</span>.","<code>clamp_max()</code> · Para <span class=""cloze-a"">medir</span> (SLO, média, alerta): valor <span class=""cloze-a"">cru</span>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::cola
493b378b0d2ec367,PCA::03 PromQL::Lições PromQL,"<code>clamp_max()</code> · <code>clamp_max</code> (por série) ≠ <code>max</code> (entre séries) ≠ <span class=""cloze"">[…]</span> (no tempo).","<code>clamp_max()</code> · <code>clamp_max</code> (por série) ≠ <code>max</code> (entre séries) ≠ <span class=""cloze-a""><code>max_over_time</code></span> (no tempo).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::cola
17a47b91fca665eb,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp_max()</code>: pegadinha «Médias subestimadas». O que acontece / por quê?,"<code>avg_over_time(clamp_max(x, 2)[…])</code> ignora quanto os picos passaram do teto (≈0.54 s vs ≈5.2 s no lab).<div class=""extra"">Cola completa: <b>Médias subestimadas:</b> <code>avg_over_time(clamp_max(x, 2)[…])</code> ignora quanto os picos passaram do teto (≈0.54 s vs ≈5.2 s no lab).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::pegadinha
a99500dbdc697416,PCA::03 PromQL::Lições PromQL,"⚠️ <code>clamp_max()</code>: pegadinha «""100%"" esconde ""240%""». O que acontece / por quê?","num gauge de utilização, o <code>clamp_max(…, 1)</code> apaga o sinal de subdimensionamento.<div class=""extra"">Cola completa: <b>""100%"" esconde ""240%""</b>: num gauge de utilização, o <code>clamp_max(…, 1)</code> apaga o sinal de subdimensionamento.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::pegadinha
eed0ef401ed4ed92,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp_max()</code>: pegadinha «<code>max</code> é escalar». O que acontece / por quê?,"<code>clamp_max(x, kube_pod_container_resource_limits)</code> é erro de tipo. Para limitar por série, use <code>x &lt; y or y</code> (para cada série, o menor).<div class=""extra"">Cola completa: <b><code>max</code> é escalar:</b> <code>clamp_max(x, kube_pod_container_resource_limits)</code> é erro de tipo. Para limitar por série, use <code>x &lt; y or y</code> (para cada série, o menor).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::pegadinha
bfa6d09f41b2b272,PCA::03 PromQL::Lições PromQL,"⚠️ <code>clamp_max()</code>: pegadinha «<code>clamp_max(x, -Inf)</code> = tudo <code>-Inf</code>». O que acontece / por quê?","<b><code>clamp_max(x, -Inf)</code> = tudo <code>-Inf</code></b> (caso da doc, geralmente um typo).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::pegadinha
4d3dc00ab9f7c2df,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp_max()</code>: pegadinha «Não confunda com o agregador <code>max</code>». O que acontece / por quê?,"<code>max(x)</code> pega o maior valor <b>entre séries</b>; <code>clamp_max(x, 2)</code> limita <b>cada</b> série.<div class=""extra"">Cola completa: <b>Não confunda com o agregador <code>max</code>:</b> <code>max(x)</code> pega o maior valor <b>entre séries</b>; <code>clamp_max(x, 2)</code> limita <b>cada</b> série.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::pegadinha
0d71b6808e09a5ca,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp_max()</code>: pegadinha «Nome da métrica some». O que acontece / por quê?,"e <b>histogramas nativos são ignorados</b>.<div class=""extra"">Cola completa: <b>Nome da métrica some</b> e <b>histogramas nativos são ignorados</b>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_max/,domain::promql origin::lesson lesson::clamp_max kind::pegadinha
e0ec031025be4771,PCA::03 PromQL::Lições PromQL,"<code>clamp_min()</code> · <code>clamp_min(v, min)</code>: valores <code>&lt; min</code> viram <code>min</code>; <code>min</code> é <span class=""cloze"">[…]</span>.","<code>clamp_min()</code> · <code>clamp_min(v, min)</code>: valores <code>&lt; min</code> viram <code>min</code>; <code>min</code> é <span class=""cloze-a"">escalar</span>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::cola
96a2b0891728c5cc,PCA::03 PromQL::Lições PromQL,<code>clamp_min()</code> · Casos: <code>min</code> NaN → ?,"NaN; <code>-Inf</code> → inalterado; <code>+Inf</code> → tudo <code>+Inf</code>.<div class=""extra"">Cola completa: Casos: <code>min</code> NaN → NaN; <code>-Inf</code> → inalterado; <code>+Inf</code> → tudo <code>+Inf</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::cola
dd4e2bdea22737dd,PCA::03 PromQL::Lições PromQL,<code>clamp_min()</code> · Negativos pós-subtração: ?,"<code>clamp_min(a - b, 0)</code>. Divisor seguro: <code>x / clamp_min(y, 1)</code>.<div class=""extra"">Cola completa: Negativos pós-subtração: <code>clamp_min(a - b, 0)</code>. Divisor seguro: <code>x / clamp_min(y, 1)</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::cola
80cf2913897307fa,PCA::03 PromQL::Lições PromQL,<code>clamp_min()</code> · Previsão impossível: ?,"<code>clamp_min(predict_linear(...), 0)</code>.<div class=""extra"">Cola completa: Previsão impossível: <code>clamp_min(predict_linear(...), 0)</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::cola
32c3fed376c9f426,PCA::03 PromQL::Lições PromQL,"<code>clamp_min()</code> · <span class=""cloze"">[…]</span>, <code>0/0 = NaN</code> (sem erro).","<code>clamp_min()</code> · <span class=""cloze-a""><code>x/0 = ±Inf</code></span>, <code>0/0 = NaN</code> (sem erro).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::cola
232bf9a932fd410f,PCA::03 PromQL::Lições PromQL,"⚠️ <code>clamp_min()</code>: pegadinha «Esconde o ""quanto passou""». O que acontece / por quê?","<code>-6</code> e <code>-0.1</code> viram <code>0</code>. Alerte na conta crua.<div class=""extra"">Cola completa: <b>Esconde o ""quanto passou"":</b> <code>-6</code> e <code>-0.1</code> viram <code>0</code>. Alerte na conta crua.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::pegadinha
c152292497b94400,PCA::03 PromQL::Lições PromQL,"⚠️ <code>clamp_min()</code>: pegadinha «<code>clamp_min(y, 1)</code> como divisor muda o significado». O que acontece / por quê?","quando <code>y</code> é fracionário legítimo (ex.: 0.5 CPU): <code>x / clamp_min(0.5, 1) = x / 1</code>. Use um piso minúsculo (<code>1e-9</code>) se <code>y</code> pode ser fracionário.<div class=""extra"">Cola completa: <b><code>clamp_min(y, 1)</code> como divisor muda o significado</b> quando <code>y</code> é fracionário legítimo (ex.: 0.5 CPU): <code>x / clamp_min(0.5, 1) = x / 1</code>. Use um piso minúsculo (<code>1e-9</code>) se <code>y</code> pode ser fracionário.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::pegadinha
fe4c4a31da7d72ad,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp_min()</code>: pegadinha «<code>min</code> é escalar». O que acontece / por quê?,"<code>clamp_min(x, other_metric)</code> é erro de tipo.<div class=""extra"">Cola completa: <b><code>min</code> é escalar:</b> <code>clamp_min(x, other_metric)</code> é erro de tipo.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::pegadinha
875ac018eeb528cc,PCA::03 PromQL::Lições PromQL,"⚠️ <code>clamp_min()</code>: pegadinha «<code>clamp_min(x, +Inf)</code> = tudo <code>+Inf</code>». O que acontece / por quê?","<b><code>clamp_min(x, +Inf)</code> = tudo <code>+Inf</code></b> (caso da doc, geralmente um typo).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::pegadinha
460925ab402971c6,PCA::03 PromQL::Lições PromQL,⚠️ <code>clamp_min()</code>: pegadinha «Nome da métrica some». O que acontece / por quê?,"e <b>histogramas nativos são ignorados</b>.<div class=""extra"">Cola completa: <b>Nome da métrica some</b> e <b>histogramas nativos são ignorados</b>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/clamp_min/,domain::promql origin::lesson lesson::clamp_min kind::pegadinha
58fa3e89b398ad76,PCA::03 PromQL::Lições PromQL,<code>cos()</code> · <code>cos(v)</code>: radianos → ?,"[-1, 1]; <code>cos(0) = 1</code>, <code>cos(π/2) ≈ 6e-17</code>, <code>cos(π) = -1</code>.<div class=""extra"">Cola completa: <code>cos(v)</code>: radianos → [-1, 1]; <code>cos(0) = 1</code>, <code>cos(π/2) ≈ 6e-17</code>, <code>cos(π) = -1</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/cos/,domain::promql origin::lesson lesson::cos kind::cola
c84d29bf8176f90e,PCA::03 PromQL::Lições PromQL,<code>cos()</code> · Potência solar/projeção: ?,"<code>valor * cos(rad(ângulo_graus))</code>.<div class=""extra"">Cola completa: Potência solar/projeção: <code>valor * cos(rad(ângulo_graus))</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/cos/,domain::promql origin::lesson lesson::cos kind::cola
5f8bc235b40bf3b1,PCA::03 PromQL::Lições PromQL,<code>cos()</code> · Par: <code>cos(-x) = cos(x)</code>. ±Inf → ?,"NaN.<div class=""extra"">Cola completa: Par: <code>cos(-x) = cos(x)</code>. ±Inf → NaN.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/cos/,domain::promql origin::lesson lesson::cos kind::cola
ac8d8d552ce2542e,PCA::03 PromQL::Lições PromQL,"<code>cos()</code> · Remove <span class=""cloze"">[…]</span>; histogramas ignorados.","<code>cos()</code> · Remove <span class=""cloze-a""><code>__name__</code></span>; histogramas ignorados.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/cos/,domain::promql origin::lesson lesson::cos kind::cola
a7435c84ea11abac,PCA::03 PromQL::Lições PromQL,⚠️ <code>cos()</code>: pegadinha «Radianos». O que acontece / por quê?,"<code>cos(60)</code> = -0.95, não 0.5.<div class=""extra"">Cola completa: <b>Radianos:</b> <code>cos(60)</code> = -0.95, não 0.5.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/cos/,domain::promql origin::lesson lesson::cos kind::pegadinha
bd3fecf6f9fe5fd5,PCA::03 PromQL::Lições PromQL,⚠️ <code>cos()</code>: pegadinha «<code>cos(π/2)</code> não é 0». O que acontece / por quê?,"use tolerância nas comparações.<div class=""extra"">Cola completa: <b><code>cos(π/2)</code> não é 0:</b> use tolerância nas comparações.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/cos/,domain::promql origin::lesson lesson::cos kind::pegadinha
85a7c93f0ecf423c,PCA::03 PromQL::Lições PromQL,⚠️ <code>cos()</code>: pegadinha «Resultado negativo». O que acontece / por quê?,"quando o ângulo passa de 90°: num painel solar isso significa ""sol atrás do painel""; use <code>clamp_min(..., 0)</code>.<div class=""extra"">Cola completa: <b>Resultado negativo</b> quando o ângulo passa de 90°: num painel solar isso significa ""sol atrás do painel""; use <code>clamp_min(..., 0)</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/cos/,domain::promql origin::lesson lesson::cos kind::pegadinha
